Hentestednr;Eiendomsnavn;Plassering;GnrBnrFnrSnr;Gatekode;Gatenavn;Husnummer;Bokstav;Postnummer;Sted;Dunktype;Beskrivelse;StorrelseId;EtikettId;Rutenavn;Rutenummer;X;Y;Startdag;Navn;TypeId;Bil;Frekvens;Remark
"100235";"Øvre Vikane 22";"";"Øvre Vikane 22";"";"Øvre Vikane";"22";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10463403";"12651-1";"12651";"6705310";"288075";"5";"";"HPR";"348";"4";"4627.13.405.0.0"
"100148";"Vikane 8 B";"";"Vikane 8 B";"";"Vikane";"8";"B";"5304";"HETLEVIK";"";"Restavfall";"240";"10463647";"12651-1";"12651";"6705231";"288231";"5";"";"HPR";"348";"4";"4627.13.230.0.0"
"100246";"Øvre Vikane 19";"";"";"";"Øvre Vikane";"19";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343211";"12651-1";"12651";"6705333";"288083";"5";"";"HPR";"348";"4";"askøy"
"100245";"Øvre Vikane 45";"";"";"";"Øvre Vikane";"45";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343209";"12651-1";"12651";"6705333";"288083";"5";"";"HPR";"348";"4";"askøy"
"100163";"Øvre Vikane 21";"";"";"";"Øvre Vikane";"21";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343043";"12651-1";"12651";"6705333";"288084";"5";"";"HPR";"348";"4";"askøy"
"100232";"Øvre Vikane 41";"";"";"";"Øvre Vikane";"41";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10172118";"12651-1";"12651";"6705333";"288084";"5";"";"HPR";"348";"4";"askøy"
"139218";"ØVRE VIKANE 47 A";"";"";"";"Øvre Vikane";"47";"A";"5304";"HETLEVIK";"";"Restavfall";"140";"10228913";"12651-1";"12651";"6705333";"288084";"5";"";"HPR";"348";"4";"askøy"
"100141";"Øvre Vikane 18";"";"";"";"Øvre Vikane";"18";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10287324";"12651-1";"12651";"6705309";"288076";"5";"";"HPR";"348";"4";"askøy"
"100141";"Øvre Vikane 18";"";"";"";"Øvre Vikane";"18";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342995";"12651-1";"12651";"6705309";"288076";"5";"";"HPR";"348";"4";"askøy"
"100303";"Øvre Vikane 23";"";"";"";"Øvre Vikane";"23";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343331";"12651-1";"12651";"6705309";"288076";"5";"";"HPR";"348";"4";"askøy"
"100234";"Øvre Vikane 24";"";"";"";"Øvre Vikane";"24";"0";"5304";"";"";"Restavfall";"140";"343187";"12651-1";"12651";"6705309";"288076";"5";"";"HPR";"348";"4";"askøy"
"100298";"Øvre Vikane 32";"";"";"";"Øvre Vikane";"32";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343323";"12651-1";"12651";"6705309";"288076";"5";"";"HPR";"348";"4";"askøy"
"142812";"Øvre Vikane 30 B";"";"";"";"Øvre Vikane";"30";"B";"5304";"HETLEVIK";"";"Restavfall";"140";"10249221";"12651-1";"12651";"6705311";"288078";"5";"";"HPR";"348";"4";"askøy"
"100181";"Øvre Vikane 43";"";"Øvre Vikane 43";"";"Øvre Vikane";"43";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10463540";"12651-1";"12651";"6705312";"288076";"5";"";"HPR";"348";"4";"4627.13.308.0.0"
"142592";"Øvre Vikane 30 A";"";"";"";"Øvre Vikane";"30";"A";"5304";"HETLEVIK";"";"Restavfall";"140";"10247998";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"100143";"ØVRE VIKANE 36 A";"";"";"";"Øvre Vikane";"36";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10286820";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"100149";"ØVRE VIKANE 36 B";"";"";"";"Øvre Vikane";"36";"B";"5304";"HETLEVIK";"";"Restavfall";"140";"343011";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"99783";"Øvre Vikane 38";"";"";"";"Øvre Vikane";"38";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342328";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"137330";"ØVRE VIKANE 39";"";"";"";"Øvre Vikane";"39";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10218172";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"137451";"ØVRE VIKANE 47 B";"";"";"";"Øvre Vikane";"47";"B";"5304";"HETLEVIK";"";"Restavfall";"140";"10219164";"12651-1";"12651";"6705311";"288076";"5";"";"HPR";"348";"4";"askøy"
"100127";"Øvre Vikane 15";"";"";"";"Øvre Vikane";"15";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342965";"12651-1";"12651";"6705302";"288088";"5";"";"HPR";"348";"4";"askøy"
"100157";"Øvre Vikane 16";"";"";"";"Øvre Vikane";"16";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343031";"12651-1";"12651";"6705293";"288100";"5";"";"HPR";"348";"4";"askøy"
"100138";"Øvre Vikane 13";"";"";"";"Øvre Vikane";"13";"A";"5304";"";"";"Restavfall";"240";"10294211";"12651-1";"12651";"6705283";"288113";"5";"";"HPR";"348";"4";"askøy"
"100109";"Øvre Vikane 11";"";"";"";"Øvre Vikane";"11";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342929";"12651-1";"12651";"6705255";"288135";"5";"";"HPR";"348";"4";"askøy"
"137628";"Øvre Vikane 2";"";"Øvre Vikane 2";"";"Øvre Vikane";"2";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10463957";"12651-1";"12651";"6705216";"288128";"5";"";"HPR";"348";"4";"4627.13.496.0.0"
"100224";"Øvre Vikane 8";"";"";"";"Øvre Vikane";"8";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10298957";"12651-1";"12651";"6705250";"288159";"5";"";"HPR";"348";"4";"askøy"
"100224";"Øvre Vikane 8";"";"";"";"Øvre Vikane";"8";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343165";"12651-1";"12651";"6705250";"288161";"5";"";"HPR";"348";"4";"askøy"
"100223";"Øvre Vikane 6";"";"";"";"Øvre Vikane";"6";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343163";"12651-1";"12651";"6705250";"288161";"5";"";"HPR";"348";"4";"askøy"
"100215";"Øvre Vikane 3";"";"";"";"Øvre Vikane";"3";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10304593";"12651-1";"12651";"6705252";"288162";"5";"";"HPR";"348";"4";"askøy"
"100215";"Øvre Vikane 3";"";"";"";"Øvre Vikane";"3";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10379787";"12651-1";"12651";"6705245";"288176";"5";"";"HPR";"348";"4";"askøy"
"100168";"Øvre Vikane 7";"";"";"";"Øvre Vikane";"7";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343057";"12651-1";"12651";"6705249";"288179";"5";"";"HPR";"348";"4";"askøy"
"100209";"Øvre Vikane 5";"";"";"";"Øvre Vikane";"5";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343131";"12651-1";"12651";"6705249";"288179";"5";"";"HPR";"348";"4";"askøy"
"100228";"Øvre Vikane 4";"";"";"";"Øvre Vikane";"4";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343175";"12651-1";"12651";"6705249";"288179";"5";"";"HPR";"348";"4";"askøy"
"100089";"Vikane 18";"";"";"";"Vikane";"18";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342885";"12651-1";"12651";"6705310";"288185";"5";"";"HPR";"348";"4";"askøy"
"100123";"Vikane 24";"";"";"";"Vikane";"24";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342957";"12651-1";"12651";"6705276";"288258";"5";"";"HPR";"348";"4";"askøy"
"100204";"Vikane 12";"";"";"";"Vikane";"12";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343123";"12651-1";"12651";"6705278";"288260";"5";"";"HPR";"348";"4";"askøy"
"100269";"Vikane 17";"";"";"";"Vikane";"17";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343259";"12651-1";"12651";"6705309";"288263";"5";"";"HPR";"348";"4";"askøy"
"100100";"Vikane 19";"";"";"";"Vikane";"19";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342909";"12651-1";"12651";"6705309";"288263";"5";"";"HPR";"348";"4";"askøy"
"100115";"Vikane 27";"";"";"";"Vikane";"27";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342941";"12651-1";"12651";"6705311";"288263";"5";"";"HPR";"348";"4";"askøy"
"100110";"VIKANE 13";"";"";"";"Vikane";"13";"0";"5304";"";"";"Restavfall";"240";"10284340";"12651-1";"12651";"6705315";"288264";"5";"";"HPR";"348";"4";"askøy"
"100218";"Vikane 21";"";"";"";"Vikane";"21";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343153";"12651-1";"12651";"6705315";"288264";"5";"";"HPR";"348";"4";"askøy"
"100131";"Vikane 23";"";"";"";"Vikane";"23";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342973";"12651-1";"12651";"6705315";"288264";"5";"";"HPR";"348";"4";"askøy"
"100079";"Vikane 25";"";"";"";"Vikane";"25";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342859";"12651-1";"12651";"6705315";"288264";"5";"";"HPR";"348";"4";"askøy"
"144999";"Vikane 30 - Leilighet 1";"";"";"";"Vikane";"30";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343334";"12651-1";"12651";"6705322";"288258";"5";"";"HPR";"348";"4";"askøy"
"100297";"Vikane 14";"";"";"";"Vikane";"14";"A";"5304";"";"";"Restavfall";"140";"10215771";"12651-1";"12651";"6705322";"288258";"5";"";"HPR";"348";"4";"askøy"
"100142";"Øvre Vikane 9";"";"";"";"Øvre Vikane";"9";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10422239";"12651-1";"12651";"6705322";"288266";"5";"";"HPR";"348";"4";"askøy"
"100194";"Vikane 35";"";"";"";"Vikane";"35";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343107";"12651-1";"12651";"6705321";"288258";"5";"";"HPR";"348";"4";"askøy"
"100090";"Vikane 31";"";"";"";"Vikane";"31";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342887";"12651-1";"12651";"6705321";"288258";"5";"";"HPR";"348";"4";"askøy"
"100305";"Vikane 30 - Leilighet 3";"";"";"";"Vikane";"30";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343333";"12651-1";"12651";"6705322";"288263";"5";"";"HPR";"348";"4";"askøy"
"100104";"Vikane 20";"";"";"";"Vikane";"20";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342919";"12651-1";"12651";"6705322";"288263";"5";"";"HPR";"348";"4";"askøy"
"100080";"Vikane 16";"";"";"";"Vikane";"16";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342863";"12651-1";"12651";"6705320";"288261";"5";"";"HPR";"348";"4";"askøy"
"100132";"Vikane 33";"";"";"";"Vikane";"33";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10299538";"12651-1";"12651";"6705319";"288261";"5";"";"HPR";"348";"4";"askøy"
"145000";"Vikane 30 - Leilighet 2";"";"";"";"Vikane";"30";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10263614";"12651-1";"12651";"6705320";"288263";"5";"";"HPR";"348";"4";"askøy"
"100101";"Vikane 28";"";"";"";"Vikane";"28";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342911";"12651-1";"12651";"6705320";"288263";"5";"";"HPR";"348";"4";"askøy"
"100297";"Vikane 14";"";"";"";"Vikane";"14";"A";"5304";"";"";"Restavfall";"140";"10215772";"12651-1";"12651";"6705318";"288262";"5";"";"HPR";"348";"4";"askøy"
"100227";"Vikane 5";"";"";"";"Vikane";"5";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10287146";"12651-1";"12651";"6705208";"288243";"5";"";"HPR";"348";"4";"askøy"
"497826";"Vikane 7";"";"";"";"Vikane";"7";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10287148";"12651-1";"12651";"6705208";"288243";"5";"";"HPR";"348";"4";"askøy"
"100214";"Vikane 4";"";"";"";"Vikane";"4";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343143";"12651-1";"12651";"6705187";"288247";"5";"";"HPR";"348";"4";"askøy"
"126117";"Vikane 6";"";"";"";"Vikane";"6";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"867895";"12651-1";"12651";"6705149";"288234";"5";"";"HPR";"348";"4";"askøy"
"100225";"Hetlevikvegen 223";"";"";"";"Hetlevikvegen";"223";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343167";"12651-1";"12651";"6705149";"288234";"5";"";"HPR";"348";"4";"askøy"
"100312";"Vikane 2";"";"";"";"Vikane";"2";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10210359";"12651-1";"12651";"6705149";"288232";"5";"";"HPR";"348";"4";"askøy"
"100252";"Hetlevikvegen 233";"";"";"";"Hetlevikvegen";"233";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343221";"12651-1";"12651";"6705147";"288233";"5";"";"HPR";"348";"4";"askøy"
"100126";"Hetlevikvegen 229";"";"";"";"Hetlevikvegen";"229";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342963";"12651-1";"12651";"6705127";"288200";"5";"";"HPR";"348";"4";"askøy"
"100119";"Hetlevikvegen 204";"";"";"";"Hetlevikvegen";"204";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342947";"12651-1";"12651";"6705127";"288200";"5";"";"EHF";"348";"4";"askøy"
"100250";"Hetlevikvegen 202";"";"";"";"Hetlevikvegen";"202";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10236705";"12651-1";"12651";"6705127";"288200";"5";"";"HPR";"348";"4";"askøy"
"100081";"HETLEVIKVEGEN 200";"";"";"";"Hetlevikvegen";"200";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342865";"12651-1";"12651";"6705127";"288200";"5";"";"HPR";"348";"4";"askøy"
"100087";"Hetlevikvegen 196";"";"";"";"Hetlevikvegen";"196";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10301440";"12651-1";"12651";"6705097";"288195";"5";"";"HPR";"348";"4";"askøy"
"100083";"Hetlevikvegen 198";"";"";"";"Hetlevikvegen";"198";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342869";"12651-1";"12651";"6705095";"288196";"5";"";"HPR";"348";"4";"askøy"
"100311";"Hetlevikvegen 227";"";"";"";"Hetlevikvegen";"227";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10153235";"12651-1";"12651";"6705094";"288192";"5";"";"HPR";"348";"4";"askøy"
"100124";"Hetlevikvegen 201";"";"";"";"Hetlevikvegen";"201";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342959";"12651-1";"12651";"6705057";"288224";"5";"";"HPR";"348";"4";"askøy"
"100294";"Hetlevikvegen 205";"";"";"";"Hetlevikvegen";"205";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343313";"12651-1";"12651";"6705066";"288226";"5";"";"HPR";"348";"4";"askøy"
"100299";"Hetlevikvegen 199";"";"Hetlevikvegen 199";"";"Hetlevikvegen";"199";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10468943";"12651-1";"12651";"6705054";"288204";"5";"";"HPR";"348";"4";"4627.13.6.0.0"
"100268";"HETLEVIKVEGEN 213";"";"";"";"Hetlevikvegen";"213";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343257";"12651-1";"12651";"6705062";"288244";"5";"";"HPR";"348";"4";"askøy"
"100317";"HETLEVIKVEGEN 211";"";"";"";"Hetlevikvegen";"211";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10218030";"12651-1";"12651";"6705083";"288256";"5";"";"HPR";"348";"4";"askøy"
"100268";"HETLEVIKVEGEN 213";"";"";"";"Hetlevikvegen";"213";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10171958";"12651-1";"12651";"6705085";"288272";"5";"";"HPR";"348";"4";"askøy"
"100139";"Hetlevikvegen 219";"";"";"";"Hetlevikvegen";"219";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342991";"12651-1";"12651";"6705085";"288272";"5";"";"HPR";"348";"4";"askøy"
"112224";"Hetlevikvegen 215";"";"";"";"Hetlevikvegen";"215";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10000716";"12651-1";"12651";"6705087";"288275";"5";"";"HPR";"348";"4";"askøy"
"100166";"Løftet 3";"";"";"";"Løftet";"3";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343054";"12651-1";"12651";"6705076";"288139";"5";"";"HPR";"348";"4";"askøy"
"513383";"Storehaugen 29";"";"";"";"Storehaugen";"29";"0";"5304";"";"";"Restavfall";"140";"10350309";"12651-1";"12651";"6704846";"287770";"5";"";"HPR";"348";"4";"askøy"
"100293";"Storehaugen 14";"";"";"";"Storehaugen";"14";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343311";"12651-1";"12651";"6704841";"287899";"5";"";"HPR";"348";"4";"askøy"
"100264";"Storehaugen 16";"";"";"";"Storehaugen";"16";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343249";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100237";"Storehaugen 18";"";"";"";"Storehaugen";"18";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343195";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100221";"Storehaugen 20";"";"";"";"Storehaugen";"20";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343159";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100280";"Storehaugen 22";"";"";"";"Storehaugen";"22";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343281";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100255";"Storehaugen 24";"";"";"";"Storehaugen";"24";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343231";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100267";"Storehaugen 41";"";"";"";"Storehaugen";"41";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10304729";"12651-1";"12651";"6704847";"287901";"5";"";"HPR";"348";"4";"askøy"
"100267";"Storehaugen 41";"";"";"";"Storehaugen";"41";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343255";"12651-1";"12651";"6704847";"287900";"5";"";"HPR";"348";"4";"askøy"
"100243";"Storehaugen 33";"";"";"";"Storehaugen";"33";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343205";"12651-1";"12651";"6704871";"287894";"5";"";"HPR";"348";"4";"askøy"
"100236";"Storehaugen 15";"";"";"";"Storehaugen";"15";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343191";"12651-1";"12651";"6704875";"287894";"5";"";"HPR";"348";"4";"askøy"
"100165";"Storehaugen 17";"";"";"";"Storehaugen";"17";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343051";"12651-1";"12651";"6704875";"287895";"5";"";"HPR";"348";"4";"askøy"
"100158";"Storehaugen 11";"";"";"";"Storehaugen";"11";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343033";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100226";"Storehaugen 19";"";"";"";"Storehaugen";"19";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343169";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100175";"Storehaugen 21";"";"";"";"Storehaugen";"21";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343071";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100271";"Storehaugen 25";"";"";"";"Storehaugen";"25";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343263";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100155";"Storehaugen 27";"";"";"";"Storehaugen";"27";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343027";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100257";"Storehaugen 31";"";"";"";"Storehaugen";"31";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343235";"12651-1";"12651";"6704879";"287896";"5";"";"HPR";"348";"4";"askøy"
"100198";"Storehaugen 37";"";"";"";"Storehaugen";"37";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343113";"12651-1";"12651";"6704879";"287894";"5";"";"HPR";"348";"4";"askøy"
"100256";"Storehaugen 43";"";"";"";"Storehaugen";"43";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343233";"12651-1";"12651";"6704845";"287901";"5";"";"HPR";"348";"4";"askøy"
"100244";"Storehaugen 39";"";"";"";"Storehaugen";"39";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343207";"12651-1";"12651";"6704845";"287902";"5";"";"HPR";"348";"4";"askøy"
"100191";"Storehaugen 12";"";"";"";"Storehaugen";"12";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343101";"12651-1";"12651";"6704849";"287929";"5";"";"HPR";"348";"4";"askøy"
"100200";"STOREHAUGEN 10";"";"";"";"Storehaugen";"10";"0";"5304";"";"";"Restavfall";"140";"343117";"12651-1";"12651";"6704863";"287976";"5";"";"HPR";"348";"4";"askøy"
"100170";"Storehaugen 8";"";"";"";"Storehaugen";"8";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343059";"12651-1";"12651";"6704867";"287991";"5";"";"HPR";"348";"4";"askøy"
"100199";"Storehaugen 9";"";"";"";"Storehaugen";"9";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343115";"12651-1";"12651";"6704867";"287991";"5";"";"HPR";"348";"4";"askøy"
"100188";"STOREHAUGEN 6";"";"";"";"Storehaugen";"6";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10209362";"12651-1";"12651";"6704872";"287998";"5";"";"HPR";"348";"4";"askøy"
"100136";"Storehaugen 7";"";"";"";"Storehaugen";"7";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342983";"12651-1";"12651";"6704897";"288018";"5";"";"HPR";"348";"4";"askøy"
"100176";"Storehaugen 4";"";"";"";"Storehaugen";"4";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343073";"12651-1";"12651";"6704900";"288015";"5";"";"HPR";"348";"4";"askøy"
"100146";"Storehaugen 5 A";"";"";"";"Storehaugen";"5";"";"5304";"HETLEVIK";"";"Restavfall";"140";"10156013";"12651-1";"12651";"6704900";"288015";"5";"";"HPR";"348";"4";"askøy"
"100202";"Storehaugen 3";"";"";"";"Storehaugen";"3";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343119";"12651-1";"12651";"6704930";"288032";"5";"";"HPR";"348";"4";"askøy"
"100086";"Hetlevikvegen 182";"";"";"";"Hetlevikvegen";"182";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342879";"12651-1";"12651";"6704980";"288063";"5";"";"HPR";"348";"4";"askøy"
"123589";"Kvithovdvegen 1";"";"";"";"Kvithovdvegen";"1";"A";"5304";"HETLEVIK";"";"Restavfall";"140";"896121";"12651-1";"12651";"6704988";"288059";"5";"";"HPR";"348";"4";"askøy"
"128139";"Kvithovdvegen 1B";"";"";"";"Kvithovdvegen";"1";"B";"5304";"HETLEVIK";"";"Restavfall";"140";"10021703";"12651-1";"12651";"6704990";"288059";"5";"";"HPR";"348";"4";"askøy"
"99920";"Kvithovdvegen 3";"";"";"";"Kvithovdvegen";"3";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342573";"12651-1";"12651";"6704996";"288053";"5";"";"HPR";"348";"4";"askøy"
"100242";"Kvithovdvegen 4";"";"";"";"Kvithovdvegen";"4";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10213705";"12651-1";"12651";"6704993";"288037";"5";"";"HPR";"348";"4";"askøy"
"100099";"Kvithovdvegen 33";"";"Kvithovdvegen 33";"";"Kvithovdvegen";"33";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10463795";"12651-1";"12651";"6705007";"287916";"5";"";"HPR";"348";"4";"4627.13.136.0.0"
"100179";"Kvithovdvegen 8";"";"Kvithovdvegen 8";"";"Kvithovdvegen";"8";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10463760";"12651-1";"12651";"6705005";"287993";"5";"";"HPR";"348";"4";"4627.13.304.0.0"
"100291";"Kvithovdvegen 6";"";"";"";"Kvithovdvegen";"6";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10170299";"12651-1";"12651";"6705007";"287998";"5";"";"HPR";"348";"4";"askøy"
"100113";"Kvithovdvegen 7";"";"";"";"Kvithovdvegen";"7";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10443418";"12651-1";"12651";"6705001";"287996";"5";"";"HPR";"348";"4";"askøy"
"100112";"Kvithovdvegen 5";"";"";"";"Kvithovdvegen";"5";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342935";"12651-1";"12651";"6705007";"287993";"5";"";"HPR";"348";"4";"askøy"
"100217";"Kvithovdvegen 21";"";"";"";"Kvithovdvegen";"21";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343151";"12651-1";"12651";"6705006";"287968";"5";"";"HPR";"348";"4";"askøy"
"100254";"KVITHOVDVEGEN 17";"";"";"";"Kvithovdvegen";"17";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10277781";"12651-1";"12651";"6705012";"287964";"5";"";"HPR";"348";"4";"askøy"
"100160";"Kvithovdvegen 11";"";"";"";"Kvithovdvegen";"29";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343037";"12651-1";"12651";"6705012";"287960";"5";"";"HPR";"348";"4";"askøy"
"100230";"Kvithovdvegen 23";"";"";"";"Kvithovdvegen";"23";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343179";"12651-1";"12651";"6705012";"287960";"5";"";"HPR";"348";"4";"askøy"
"100159";"Kvithovdvegen 25";"";"";"";"Kvithovdvegen";"25";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"343035";"12651-1";"12651";"6705012";"287960";"5";"";"HPR";"348";"4";"askøy"
"100118";"Kvithovdvegen 9";"";"";"";"Kvithovdvegen";"9";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"868250";"12651-1";"12651";"6705013";"287945";"5";"";"HPR";"348";"4";"askøy"
"100108";"Kvithovdvegen 49";"";"";"";"Kvithovdvegen";"49";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10383807";"12651-1";"12651";"6705003";"287923";"5";"";"HPR";"348";"4";"askøy"
"100161";"Kvithovdvegen 62";"";"";"";"Kvithovdvegen";"62";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"10293002";"12651-1";"12651";"6704986";"287803";"5";"";"HPR";"348";"4";"askøy"
"100106";"Kvithovdvegen 63";"";"";"";"Kvithovdvegen";"63";"0";"5304";"HETLEVIK";"";"Restavfall";"140";"342923";"12651-1";"12651";"6704986";"287803";"5";"";"HPR";"348";"4";"askøy"
"100288";"Kvithovdvegen 61";"";"";"";"Kvithovdvegen";"61";"0";"5304";"HETLEVIK";"";"Restavfall";"240";"10369458";"12651-1";"12651";"6704982";"287810";"5";"";"HPR";"348";"4";"askøy"
