Hentestednr;Eiendomsnavn;Plassering;GnrBnrFnrSnr;Gatekode;Gatenavn;Husnummer;Bokstav;Postnummer;Sted;Dunktype;Beskrivelse;StorrelseId;EtikettId;Rutenavn;Rutenummer;X;Y;Startdag;Navn;TypeId;Bil;Frekvens;Remark
"104162";"Vestre Åsen 10";"";"";"";"Vestre Åsen";"10";"0";"5306";"ERDAL";"";"Restavfall";"140";"349871";"12652-2";"12652";"6706961";"291764";"12";"";"HPR";"348";"4";"askøy"
"104213";"Vestre Åsen 12";"";"";"";"Vestre Åsen";"12";"0";"5306";"ERDAL";"";"Restavfall";"140";"349979";"12652-2";"12652";"6706928";"291751";"12";"";"HPR";"348";"4";"askøy"
"104137";"Åsenvegen 23";"";"";"";"Åsenvegen";"23";"0";"5306";"ERDAL";"";"Restavfall";"140";"349817";"12652-2";"12652";"6706894";"291832";"12";"";"HPR";"348";"4";"askøy"
"104146";"Åsenvegen 29";"";"Åsenvegen 29";"";"Åsenvegen";"29";"0";"5306";"ERDAL";"";"Restavfall";"240";"10463437";"12652-2";"12652";"6706850";"291832";"12";"";"HPR";"348";"4";"4627.4.879.0.0"
"104199";"Åsenvegen 27";"";"";"";"Åsenvegen";"27";"0";"5306";"ERDAL";"";"Restavfall";"140";"349945";"12652-2";"12652";"6706847";"291831";"12";"";"HPR";"348";"4";"askøy"
"104077";"Åsenvegen 34";"";"";"";"Åsenvegen";"34";"0";"5306";"ERDAL";"";"Restavfall";"140";"349687";"12652-2";"12652";"6706799";"291865";"12";"";"HPR";"348";"4";"askøy"
"104074";"Åsenvegen 35";"";"";"";"Åsenvegen";"35";"0";"5306";"ERDAL";"";"Restavfall";"140";"349681";"12652-2";"12652";"6706799";"291865";"12";"";"HPR";"348";"4";"askøy"
"104072";"Åsenvegen 36";"";"";"";"Åsenvegen";"36";"0";"5306";"ERDAL";"";"Restavfall";"140";"349677";"12652-2";"12652";"6706799";"291865";"12";"";"HPR";"348";"4";"askøy"
"104184";"Åsenvegen 21";"";"";"";"Åsenvegen";"21";"0";"5306";"ERDAL";"";"Restavfall";"140";"349913";"12652-2";"12652";"6706801";"291864";"12";"";"HPR";"348";"4";"askøy"
"104073";"Åsenvegen 33";"";"";"";"Åsenvegen";"33";"0";"5306";"ERDAL";"";"Restavfall";"140";"349679";"12652-2";"12652";"6706822";"291845";"12";"";"HPR";"348";"4";"askøy"
"104075";"Åsenvegen 25";"";"";"";"Åsenvegen";"25";"0";"5306";"ERDAL";"";"Restavfall";"140";"349683";"12652-2";"12652";"6706851";"291833";"12";"";"HPR";"348";"4";"askøy"
"104165";"Åsenvegen 31";"";"";"";"Åsenvegen";"31";"0";"5306";"ERDAL";"";"Restavfall";"140";"349875";"12652-2";"12652";"6706851";"291833";"12";"";"HPR";"348";"4";"askøy"
"104120";"Åsenvegen 32";"";"";"";"Åsenvegen";"32";"0";"5306";"ERDAL";"";"Restavfall";"140";"349783";"12652-2";"12652";"6706851";"291833";"12";"";"HPR";"348";"4";"askøy"
"104123";"Åsenvegen 17";"";"";"";"Åsenvegen";"17";"0";"5306";"ERDAL";"";"Restavfall";"140";"349789";"12652-2";"12652";"6706931";"291830";"12";"";"HPR";"348";"4";"askøy"
"104145";"Åsenvegen 19";"";"";"";"Åsenvegen";"19";"0";"5306";"ERDAL";"";"Restavfall";"140";"349835";"12652-2";"12652";"6706936";"291831";"12";"";"HPR";"348";"4";"askøy"
"104149";"Austre Åsen 2";"";"";"";"Austre Åsen";"2";"0";"5306";"ERDAL";"";"Restavfall";"140";"349843";"12652-2";"12652";"6706959";"291836";"12";"";"HPR";"348";"4";"askøy"
"104117";"Åsenvegen 15";"";"";"";"Åsenvegen";"15";"0";"5306";"ERDAL";"";"Restavfall";"140";"349775";"12652-2";"12652";"6706959";"291836";"12";"";"HPR";"348";"4";"askøy"
"104124";"Grønebrekka 3";"";"";"";"Grønebrekka";"3";"0";"5306";"ERDAL";"";"Restavfall";"140";"349791";"12652-2";"12652";"6706947";"291911";"12";"";"HPR";"348";"4";"askøy"
"104150";"Grønebrekka 5";"";"";"";"Grønebrekka";"5";"0";"5306";"ERDAL";"";"Restavfall";"140";"349845";"12652-2";"12652";"6706947";"291911";"12";"";"HPR";"348";"4";"askøy"
"104098";"Grønebrekka 6";"";"";"";"Grønebrekka";"6";"0";"5306";"ERDAL";"";"Restavfall";"140";"10297293";"12652-2";"12652";"6706943";"291905";"12";"";"HPR";"348";"4";"askøy"
"104096";"Grønebrekka 2";"";"";"";"Grønebrekka";"2";"0";"5306";"ERDAL";"";"Restavfall";"140";"349727";"12652-2";"12652";"6706955";"291889";"12";"";"HPR";"348";"4";"askøy"
"104108";"Grønebrekka 1";"";"";"";"Grønebrekka";"1";"0";"5306";"ERDAL";"";"Restavfall";"140";"349755";"12652-2";"12652";"6706958";"291884";"12";"";"HPR";"348";"4";"askøy"
"104097";"Grønebrekka 4";"";"";"";"Grønebrekka";"4";"0";"5306";"ERDAL";"";"Restavfall";"140";"349729";"12652-2";"12652";"6706958";"291883";"12";"";"HPR";"348";"4";"askøy"
"104128";"Åsenvegen 13";"";"";"";"Åsenvegen";"13";"0";"5306";"ERDAL";"";"Restavfall";"140";"349799";"12652-2";"12652";"6706979";"291845";"12";"";"HPR";"348";"4";"askøy"
"104449";"Austre Åsen 10";"";"";"";"Austre Åsen";"10";"0";"5306";"ERDAL";"";"Restavfall";"140";"10168099";"12652-2";"12652";"6706856";"291911";"12";"";"HPR";"348";"4";"askøy"
"104450";"Austre Åsen 8";"";"";"";"Austre Åsen";"8";"0";"5306";"ERDAL";"";"Restavfall";"140";"10229227";"12652-2";"12652";"6706856";"291911";"12";"";"HPR";"348";"4";"askøy"
"104076";"Austre Åsen 5";"";"";"";"Austre Åsen";"5";"0";"5306";"ERDAL";"";"Restavfall";"140";"349685";"12652-2";"12652";"6706852";"291906";"12";"";"HPR";"348";"4";"askøy"
"104463";"Austre Åsen 7";"";"";"";"Austre Åsen";"7";"0";"5306";"ERDAL";"";"Restavfall";"140";"350414";"12652-2";"12652";"6706852";"291906";"12";"";"HPR";"348";"4";"askøy"
"104133";"Austre Åsen 6";"";"";"";"Austre Åsen";"6";"0";"5306";"ERDAL";"";"Restavfall";"140";"349809";"12652-2";"12652";"6706886";"291865";"12";"";"HPR";"348";"4";"askøy"
"104142";"Austre Åsen 1";"";"";"";"Austre Åsen";"1";"0";"5306";"ERDAL";"";"Restavfall";"140";"349827";"12652-2";"12652";"6706886";"291862";"12";"";"HPR";"348";"4";"askøy"
"104140";"Austre Åsen 3";"";"";"";"Austre Åsen";"3";"0";"5306";"ERDAL";"";"Restavfall";"140";"349823";"12652-2";"12652";"6706886";"291860";"12";"";"HPR";"348";"4";"askøy"
"104118";"Austre Åsen 4";"";"";"";"Austre Åsen";"4";"0";"5306";"";"";"Restavfall";"140";"349777";"12652-2";"12652";"6706886";"291860";"12";"";"HPR";"348";"4";"askøy"
"104109";"Austre Åsen 13";"";"";"";"Austre Åsen";"13";"0";"5306";"ERDAL";"";"Restavfall";"140";"349757";"12652-2";"12652";"6706805";"291977";"12";"";"HPR";"348";"4";"askøy"
"104109";"Austre Åsen 13";"";"";"";"Austre Åsen";"13";"0";"5306";"ERDAL";"";"Restavfall";"140";"349758";"12652-2";"12652";"6706805";"291977";"12";"";"HPR";"348";"4";"askøy"
"104659";"Austre Åsen 16";"";"";"";"Austre Åsen";"16";"0";"5306";"ERDAL";"";"Restavfall";"140";"350831";"12652-2";"12652";"6706805";"291977";"12";"";"HPR";"348";"4";"askøy"
"104659";"Austre Åsen 16";"";"";"";"Austre Åsen";"16";"0";"5306";"ERDAL";"";"Restavfall";"140";"10210537";"12652-2";"12652";"6706807";"291977";"12";"";"HPR";"348";"4";"askøy"
"104110";"Austre Åsen 11";"";"";"";"Austre Åsen";"11";"0";"5306";"ERDAL";"";"Restavfall";"140";"10206082";"12652-2";"12652";"6706825";"291957";"12";"";"HPR";"348";"4";"askøy"
"104660";"Austre Åsen 14";"";"";"";"Austre Åsen";"14";"0";"5306";"ERDAL";"";"Restavfall";"140";"350835";"12652-2";"12652";"6706823";"291952";"12";"";"HPR";"348";"4";"askøy"
"104119";"Austre Åsen 9";"";"";"";"Austre Åsen";"9";"0";"5306";"ERDAL";"";"Restavfall";"140";"349780";"12652-2";"12652";"6706823";"291952";"12";"";"HPR";"348";"4";"askøy"
"104105";"Austre Åsen 12";"";"";"";"Austre Åsen";"12";"0";"5306";"ERDAL";"";"Restavfall";"140";"349749";"12652-2";"12652";"6706825";"291952";"12";"";"HPR";"348";"4";"askøy"
"104660";"Austre Åsen 14";"";"";"";"Austre Åsen";"14";"0";"5306";"ERDAL";"";"Restavfall";"140";"10168514";"12652-2";"12652";"6706825";"291952";"12";"";"HPR";"348";"4";"askøy"
"104119";"Austre Åsen 9";"";"";"";"Austre Åsen";"9";"0";"5306";"ERDAL";"";"Restavfall";"140";"349779";"12652-2";"12652";"6706825";"291952";"12";"";"HPR";"348";"4";"askøy"
"104655";"Austre Åsen 22";"";"";"";"Austre Åsen";"22";"0";"5306";"ERDAL";"";"Restavfall";"140";"350822";"12652-2";"12652";"6706762";"292021";"12";"";"HPR";"348";"4";"askøy"
"104658";"Austre Åsen 18";"";"";"";"Austre Åsen";"18";"0";"5306";"ERDAL";"";"Restavfall";"140";"350828";"12652-2";"12652";"6706760";"292018";"12";"";"HPR";"348";"4";"askøy"
"104649";"Austre Åsen 15";"";"";"";"Austre Åsen";"15";"0";"5306";"ERDAL";"";"Restavfall";"140";"10252599";"12652-2";"12652";"6706760";"292018";"12";"";"HPR";"348";"4";"askøy"
"104657";"Austre Åsen 20";"";"";"";"Austre Åsen";"20";"0";"5306";"ERDAL";"";"Restavfall";"240";"10443903";"12652-2";"12652";"6706733";"292024";"12";"";"HIS";"348";"4";"askøy"
"104654";"Austre Åsen 24";"";"";"";"Austre Åsen";"24";"0";"5306";"ERDAL";"";"Restavfall";"140";"350820";"12652-2";"12652";"6706714";"292010";"12";"";"HPR";"348";"4";"askøy"
"104651";"Austre Åsen 19";"";"";"";"Austre Åsen";"19";"0";"5306";"ERDAL";"";"Restavfall";"140";"350814";"12652-2";"12652";"6706712";"292009";"12";"";"HPR";"348";"4";"askøy"
"104654";"Austre Åsen 24";"";"";"";"Austre Åsen";"24";"0";"5306";"ERDAL";"";"Restavfall";"140";"739134";"12652-2";"12652";"6706712";"292009";"12";"";"HPR";"348";"4";"askøy"
"104650";"Austre Åsen 17";"";"";"";"Austre Åsen";"17";"0";"5306";"ERDAL";"";"Restavfall";"140";"350812";"12652-2";"12652";"6706710";"292012";"12";"";"HPR";"348";"4";"askøy"
"104653";"Austre Åsen 26";"";"";"";"Austre Åsen";"26";"0";"5306";"ERDAL";"";"Restavfall";"140";"350818";"12652-2";"12652";"6706710";"292012";"12";"";"HPR";"348";"4";"askøy"
"104672";"Austre Åsen 28";"";"";"";"Austre Åsen";"28";"0";"5306";"ERDAL";"";"Restavfall";"140";"350868";"12652-2";"12652";"6706710";"292012";"12";"";"HPR";"348";"4";"askøy"
"104652";"Austre Åsen 30";"";"";"";"Austre Åsen";"30";"0";"5306";"ERDAL";"";"Restavfall";"140";"350816";"12652-2";"12652";"6706710";"292012";"12";"";"HPR";"348";"4";"askøy"
"104666";"Grønebrekka 27";"";"";"";"Grønebrekka";"27";"0";"5306";"ERDAL";"";"Restavfall";"140";"350850";"12652-2";"12652";"6706655";"292070";"12";"";"HPR";"348";"4";"askøy"
"104665";"Grønebrekka 25";"";"";"";"Grønebrekka";"25";"0";"5306";"ERDAL";"";"Restavfall";"140";"350848";"12652-2";"12652";"6706670";"292068";"12";"";"HPR";"348";"4";"askøy"
"104667";"Grønebrekka 29";"";"";"";"Grønebrekka";"29";"0";"5306";"ERDAL";"";"Restavfall";"140";"350852";"12652-2";"12652";"6706670";"292068";"12";"";"HPR";"348";"4";"askøy"
"104668";"Grønebrekka 31";"";"";"";"Grønebrekka";"31";"0";"5306";"ERDAL";"";"Restavfall";"140";"350854";"12652-2";"12652";"6706670";"292068";"12";"";"HPR";"348";"4";"askøy"
"104669";"Grønebrekka 33";"";"";"";"Grønebrekka";"33";"0";"5306";"ERDAL";"";"Restavfall";"140";"350856";"12652-2";"12652";"6706670";"292068";"12";"";"HPR";"348";"4";"askøy"
"104669";"Grønebrekka 33";"";"";"";"Grønebrekka";"33";"0";"5306";"ERDAL";"";"Restavfall";"140";"350857";"12652-2";"12652";"6706670";"292068";"12";"";"HPR";"348";"4";"askøy"
"104670";"Grønebrekka 42";"";"";"";"Grønebrekka";"42";"0";"5306";"ERDAL";"";"Restavfall";"140";"350860";"12652-2";"12652";"6706698";"292095";"12";"";"EHF";"348";"4";"askøy"
"104670";"Grønebrekka 42";"";"";"";"Grønebrekka";"42";"0";"5306";"ERDAL";"";"Restavfall";"140";"350861";"12652-2";"12652";"6706698";"292095";"12";"";"EHF";"348";"4";"askøy"
"104642";"Grønebrekka 35";"";"";"";"Grønebrekka";"35";"0";"5306";"ERDAL";"";"Restavfall";"140";"350796";"12652-2";"12652";"6706667";"292118";"12";"";"HPR";"348";"4";"askøy"
"119620";"Grønebrekka 44B";"";"";"";"Grønebrekka";"44";"B";"5306";"ERDAL";"";"Restavfall";"140";"355637";"12652-2";"12652";"6706667";"292118";"12";"";"HPR";"348";"4";"askøy"
"512509";"Grønebrekka 56";"";"Grønebrekka 56";"";"Grønebrekka";"56";"0";"5306";"ERDAL";"";"Restavfall";"240";"10464013";"12652-2";"12652";"6706663";"292120";"12";"";"HPR";"348";"4";"4627.5.230.0.1"
"131110";"Grønebrekka 37";"";"";"";"Grønebrekka";"37";"0";"5306";"ERDAL";"";"Restavfall";"140";"10159209";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"112223";"Grønebrekka 44 A";"";"";"";"Grønebrekka";"44";"A";"5306";"ERDAL";"";"Restavfall";"140";"355417";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"112205";"Grønebrekka 44D";"";"";"";"Grønebrekka";"44";"D";"5306";"ERDAL";"";"Restavfall";"140";"355389";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"112222";"Grønebrekka 44E";"";"";"";"Grønebrekka";"44";"E";"5306";"ERDAL";"";"Restavfall";"140";"355415";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"497931";"Grønebrekka 46";"";"";"";"Grønebrekka";"46";"0";"5306";"ERDAL";"";"Restavfall";"140";"10287815";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104506";"Grønebrekka 48";"";"";"";"Grønebrekka";"48";"0";"5306";"ERDAL";"";"Restavfall";"140";"350502";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104519";"Grønebrekka 49";"";"";"";"Grønebrekka";"49";"0";"5306";"ERDAL";"";"Restavfall";"140";"350532";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104519";"Grønebrekka 49";"";"";"";"Grønebrekka";"49";"0";"5306";"ERDAL";"";"Restavfall";"140";"350533";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104433";"Grønebrekka 54";"";"";"";"Grønebrekka";"54";"0";"5306";"ERDAL";"";"Restavfall";"140";"350346";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"513185";"Grønebrekka 60";"";"";"";"Grønebrekka";"60";"0";"5306";"ERDAL";"";"Restavfall";"140";"10346435";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"513245";"Grønebrekka 62";"";"";"";"Grønebrekka";"62";"0";"5306";"ERDAL";"";"Restavfall";"140";"10348006";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104614";"Grønebrekka 45";"";"";"";"Grønebrekka";"45";"0";"5306";"ERDAL";"";"Restavfall";"240";"10379879";"12652-2";"12652";"6706681";"292115";"12";"";"HPR";"348";"4";"askøy"
"104516";"Grønebrekka 23";"";"";"";"Grønebrekka";"23";"0";"5306";"ERDAL";"";"Restavfall";"140";"350526";"12652-2";"12652";"6706696";"292103";"12";"";"HPR";"348";"4";"askøy"
"112207";"Grønebrekka 44C";"";"";"";"Grønebrekka";"44";"C";"5306";"ERDAL";"";"Restavfall";"140";"355391";"12652-2";"12652";"6706696";"292103";"12";"";"EHF";"348";"4";"askøy"
"104670";"Grønebrekka 42";"";"";"";"Grønebrekka";"42";"0";"5306";"ERDAL";"";"Restavfall";"140";"350862";"12652-2";"12652";"6706699";"292104";"12";"";"EHF";"348";"4";"askøy"
"104671";"Grønebrekka 40";"";"Grønebrekka 40";"";"Grønebrekka";"40";"0";"5306";"ERDAL";"";"Restavfall";"240";"10464044";"12652-2";"12652";"6706726";"292094";"12";"";"HPR";"348";"4";"4627.5.584.0.0"
"104520";"Grønebrekka 21";"";"";"";"Grønebrekka";"21";"0";"5306";"ERDAL";"";"Restavfall";"140";"350536";"12652-2";"12652";"6706724";"292094";"12";"";"HPR";"348";"4";"askøy"
"104664";"GRØNEBREKKA 19";"";"";"";"Grønebrekka";"19";"0";"5306";"ERDAL";"";"Restavfall";"140";"350846";"12652-2";"12652";"6706754";"292087";"12";"";"HPR";"348";"4";"askøy"
"512525";"Grønebrekka 58";"";"";"";"Grønebrekka";"58";"0";"5306";"";"";"Restavfall";"140";"10342596";"12652-2";"12652";"6706708";"292172";"12";"";"HPR";"348";"4";"askøy"
"104673";"Grønebrekka 20";"";"";"";"Grønebrekka";"20";"0";"5306";"ERDAL";"";"Restavfall";"140";"350870";"12652-2";"12652";"6706829";"292047";"12";"";"HPR";"348";"4";"askøy"
"104662";"Grønebrekka 15";"";"";"";"Grønebrekka";"15";"0";"5306";"";"";"Restavfall";"140";"350842";"12652-2";"12652";"6706831";"292048";"12";"";"HPR";"348";"4";"askøy"
"104144";"Grønebrekka 28";"";"";"";"Grønebrekka";"28";"0";"5306";"ERDAL";"";"Restavfall";"240";"10341324";"12652-2";"12652";"6706831";"292045";"12";"";"HPR";"348";"4";"askøy"
"104663";"Grønebrekka 17";"";"Grønebrekka 17";"";"Grønebrekka";"17";"0";"5306";"ERDAL";"";"Restavfall";"240";"10463391";"12652-2";"12652";"6706831";"292045";"12";"";"HPR";"348";"4";"4627.5.576.0.0"
"104674";"Grønebrekka 18";"";"";"";"Grønebrekka";"18";"0";"5306";"ERDAL";"";"Restavfall";"140";"897020";"12652-2";"12652";"6706859";"292020";"12";"";"HPR";"348";"4";"askøy"
"104686";"Grønebrekka 11";"";"";"";"Grønebrekka";"11";"0";"5306";"ERDAL";"";"Restavfall";"140";"350900";"12652-2";"12652";"6706859";"292018";"12";"";"HPR";"348";"4";"askøy"
"104661";"Grønebrekka 13";"";"";"";"Grønebrekka";"13";"0";"5306";"ERDAL";"";"Restavfall";"140";"350838";"12652-2";"12652";"6706859";"292018";"12";"";"HPR";"348";"4";"askøy"
"104675";"Grønebrekka 14";"";"";"";"Grønebrekka";"14";"0";"5306";"ERDAL";"";"Restavfall";"140";"350874";"12652-2";"12652";"6706894";"291978";"12";"";"HPR";"348";"4";"askøy"
"104136";"Grønebrekka 9";"";"";"";"Grønebrekka";"9";"0";"5306";"ERDAL";"";"Restavfall";"140";"349815";"12652-2";"12652";"6706894";"291978";"12";"";"HPR";"348";"4";"askøy"
"104641";"Grønebrekka 16";"";"";"";"Grønebrekka";"16";"0";"5306";"ERDAL";"";"Restavfall";"140";"350794";"12652-2";"12652";"6706896";"291979";"12";"";"HPR";"348";"4";"askøy"
"104218";"Grønebrekka 10";"";"";"";"Grønebrekka";"10";"0";"5306";"ERDAL";"";"Restavfall";"140";"349989";"12652-2";"12652";"6706916";"291953";"12";"";"HPR";"348";"4";"askøy"
"104103";"Grønebrekka 12";"";"";"";"Grønebrekka";"12";"0";"5306";"ERDAL";"";"Restavfall";"140";"766949";"12652-2";"12652";"6706916";"291953";"12";"";"HPR";"348";"4";"askøy"
"104084";"Grønebrekka 7";"";"";"";"Grønebrekka";"7";"0";"5306";"ERDAL";"";"Restavfall";"140";"349701";"12652-2";"12652";"6706916";"291953";"12";"";"HPR";"348";"4";"askøy"
"104102";"Grønebrekka 8";"";"";"";"Grønebrekka";"8";"0";"5306";"ERDAL";"";"Restavfall";"140";"349741";"12652-2";"12652";"6706918";"291950";"12";"";"HPR";"348";"4";"askøy"
"104678";"Grønebrekka 34";"";"";"";"Grønebrekka";"34";"0";"5306";"ERDAL";"";"Restavfall";"140";"350883";"12652-2";"12652";"6706928";"292036";"12";"";"HPR";"348";"4";"askøy"
"104676";"Grønebrekka 22";"";"";"";"Grønebrekka";"22";"0";"5306";"ERDAL";"";"Restavfall";"140";"350876";"12652-2";"12652";"6706927";"292035";"12";"";"HPR";"348";"4";"askøy"
"140588";"GRØNEBREKKA 26";"";"";"";"Grønebrekka";"26";"0";"5306";"ERDAL";"";"Restavfall";"140";"350274";"12652-2";"12652";"6706927";"292035";"12";"";"HPR";"348";"4";"askøy"
"104680";"Grønebrekka 30";"";"";"";"Grønebrekka";"30";"0";"5306";"ERDAL";"";"Restavfall";"140";"350888";"12652-2";"12652";"6706927";"292036";"12";"";"HPR";"348";"4";"askøy"
"104679";"Grønebrekka 32";"";"";"";"Grønebrekka";"32";"0";"5306";"ERDAL";"";"Restavfall";"140";"350886";"12652-2";"12652";"6706927";"292035";"12";"";"HPR";"348";"4";"askøy"
"133727";"Grønebrekka 24";"";"";"";"Grønebrekka";"24";"0";"5306";"ERDAL";"";"Restavfall";"240";"10310592";"12652-2";"12652";"6706927";"292035";"12";"";"HPR";"348";"4";"askøy"
"104104";"Åslia 15";"";"";"";"Åslia";"15";"0";"5306";"ERDAL";"";"Restavfall";"140";"349745";"12652-2";"12652";"6706989";"291984";"12";"";"HPR";"348";"4";"askøy"
"104104";"Åslia 15";"";"";"";"Åslia";"15";"0";"5306";"ERDAL";"";"Restavfall";"140";"349746";"12652-2";"12652";"6706989";"291984";"12";"";"HPR";"348";"4";"askøy"
"104079";"Åslia 8";"";"";"";"Åslia";"8";"0";"5306";"ERDAL";"";"Restavfall";"140";"349691";"12652-2";"12652";"6707005";"291959";"12";"";"HPR";"348";"4";"askøy"
"104090";"Åslia 11";"";"Åslia 11";"";"Åslia";"11";"0";"5306";"ERDAL";"";"Restavfall";"240";"10463902";"12652-2";"12652";"6706999";"291969";"12";"";"HPR";"348";"4";"4627.4.819.0.0"
"104100";"Åslia 13";"";"";"";"Åslia";"13";"0";"5306";"ERDAL";"";"Restavfall";"240";"10246174";"12652-2";"12652";"6707013";"291960";"12";"";"HPR";"348";"4";"askøy"
"104107";"Åslia 6";"";"";"";"Åslia";"6";"0";"5306";"ERDAL";"";"Restavfall";"140";"349753";"12652-2";"12652";"6707039";"291926";"12";"";"HPR";"348";"4";"askøy"
"104092";"Åslia 1";"";"Åslia 1";"";"Åslia";"1";"0";"5306";"ERDAL";"";"Restavfall";"240";"10463386";"12652-2";"12652";"6707039";"291917";"12";"";"HPR";"348";"4";"4627.4.821.0.0"
"104094";"Åslia 5";"";"";"";"Åslia";"5";"0";"5306";"ERDAL";"";"Restavfall";"140";"349723";"12652-2";"12652";"6707055";"291900";"12";"";"HPR";"348";"4";"askøy"
"104099";"Åslia 7";"";"";"";"Åslia";"7";"0";"5306";"ERDAL";"";"Restavfall";"140";"349733";"12652-2";"12652";"6707055";"291900";"12";"";"HPR";"348";"4";"askøy"
"104089";"Åslia 2";"";"";"";"Åslia";"2";"0";"5306";"ERDAL";"";"Restavfall";"140";"349713";"12652-2";"12652";"6707054";"291897";"12";"";"HPR";"348";"4";"askøy"
"104093";"Åslia 3";"";"";"";"Åslia";"3";"0";"5306";"ERDAL";"";"Restavfall";"140";"349721";"12652-2";"12652";"6707054";"291897";"12";"";"HPR";"348";"4";"askøy"
"104099";"Åslia 7";"";"";"";"Åslia";"7";"0";"5306";"ERDAL";"";"Restavfall";"140";"10226421";"12652-2";"12652";"6707054";"291897";"12";"";"HPR";"348";"4";"askøy"
"104091";"Åslia 9";"";"";"";"Åslia";"9";"0";"5306";"ERDAL";"";"Restavfall";"140";"349717";"12652-2";"12652";"6707054";"291897";"12";"";"HPR";"348";"4";"askøy"
"104082";"Åslia 4";"";"";"";"Åslia";"4";"0";"5306";"ERDAL";"";"Restavfall";"140";"349697";"12652-2";"12652";"6707059";"291896";"12";"";"HPR";"348";"4";"askøy"
"104143";"Åsenvegen 8";"";"";"";"Åsenvegen";"8";"0";"5306";"ERDAL";"";"Restavfall";"140";"349829";"12652-2";"12652";"6707121";"291799";"12";"";"HPR";"348";"4";"askøy"
"104152";"Åsenvegen 10";"";"";"";"Åsenvegen";"10";"0";"5306";"ERDAL";"";"Restavfall";"140";"349849";"12652-2";"12652";"6707126";"291799";"12";"";"HPR";"348";"4";"askøy"
"104180";"Åsenvegen 6";"";"";"";"Åsenvegen";"6";"0";"5306";"ERDAL";"";"Restavfall";"140";"349907";"12652-2";"12652";"6707123";"291796";"12";"";"HPR";"348";"4";"askøy"
"104143";"Åsenvegen 8";"";"";"";"Åsenvegen";"8";"0";"5306";"ERDAL";"";"Restavfall";"140";"349830";"12652-2";"12652";"6707123";"291796";"12";"";"HPR";"348";"4";"askøy"
"104178";"Åsenvegen 4";"";"";"";"Åsenvegen";"4";"0";"5306";"ERDAL";"";"Restavfall";"140";"10299767";"12652-2";"12652";"6707141";"291767";"12";"";"HPR";"348";"4";"askøy"
"103871";"Åsenvegen 9";"";"";"";"Åsenvegen";"9";"0";"5306";"ERDAL";"";"Restavfall";"140";"349255";"12652-2";"12652";"6707147";"291755";"12";"";"HPR";"348";"4";"askøy"
"104185";"Frekadalsvegen 50";"";"";"";"Frekadalsvegen";"50";"0";"5306";"";"";"Restavfall";"240";"10301705";"12652-2";"12652";"6706945";"291684";"12";"";"HPR";"348";"4";"askøy"
"104191";"Frekadalsvegen 52";"";"";"";"Frekadalsvegen";"52";"0";"5306";"ERDAL";"";"Restavfall";"140";"349927";"12652-2";"12652";"6706934";"291655";"12";"";"HPR";"348";"4";"askøy"
"104211";"Frekadalsvegen 54";"";"";"";"Frekadalsvegen";"54";"0";"5306";"ERDAL";"";"Restavfall";"140";"349973";"12652-2";"12652";"6706937";"291653";"12";"";"HPR";"348";"4";"askøy"
"104156";"Frekadalsvegen 56";"";"";"";"Frekadalsvegen";"56";"0";"5306";"ERDAL";"";"Restavfall";"140";"349859";"12652-2";"12652";"6706966";"291637";"12";"";"HPR";"348";"4";"askøy"
"104175";"Frekadalsvegen 58";"";"";"";"Frekadalsvegen";"58";"0";"5306";"ERDAL";"";"Restavfall";"140";"10209423";"12652-2";"12652";"6706968";"291635";"12";"";"HPR";"348";"4";"askøy"
"104166";"Frekadalsvegen 55";"";"";"";"Frekadalsvegen";"55";"0";"5306";"ERDAL";"";"Restavfall";"140";"349877";"12652-2";"12652";"6706970";"291637";"12";"";"HPR";"348";"4";"askøy"
"104203";"Frekadalsvegen 57";"";"";"";"Frekadalsvegen";"57";"0";"5306";"ERDAL";"";"Restavfall";"140";"349955";"12652-2";"12652";"6706970";"291636";"12";"";"HPR";"348";"4";"askøy"
"104174";"Frekadalsvegen 60";"";"";"";"Frekadalsvegen";"60";"0";"5306";"ERDAL";"";"Restavfall";"140";"349893";"12652-2";"12652";"6707011";"291638";"12";"";"HPR";"348";"4";"askøy"
"104176";"Frekadalsvegen 62";"";"";"";"Frekadalsvegen";"62";"0";"5306";"ERDAL";"";"Restavfall";"140";"349899";"12652-2";"12652";"6707065";"291638";"12";"";"HPR";"348";"4";"askøy"
